Country Name,Country Code,Series,Series Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Kiribati,KIR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,99.99964,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,99.95417,,,,,,,,,,,,,,,
Kosovo,XKX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,99.73336,98.51217,98.44723,98.64335,,98.89911,,98.78226,99.15375,,99.25909,,99.24358,99.08013,,,,,
Kyrgyz Republic,KGZ,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.69563,,,,,,,,,,99.75185,,,,,,,,,99.75,,,,,
Lao PDR,LAO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,80.59856,78.45799,,,,83.93106,,,,,,72.05623,,,,92.46264,,,,,,,,
Late-demographic dividend,LTE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,97.3793,97.48652,97.62691,97.7749,98.0794,98.21061,98.33339,98.4595,98.74602,98.80837,98.83296,98.82657,98.96316,99.15902,99.22879,99.27664,99.29384,99.3561,99.38565,99.40293,99.44244,,,,
Latin America & Caribbean,LCN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,94.8691,95.07247,95.19462,95.56626,96.31387,96.44874,96.63701,96.7618,97.02562,97.16537,97.47638,97.34216,97.78911,97.93991,97.91776,98.23397,98.30745,98.43203,98.47008,98.54553,98.59456,,,,
Latin America & Caribbean (excluding high income),LAC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,94.74579,94.95843,95.07698,95.45885,96.23216,96.36309,96.55008,96.67862,96.94466,97.08779,97.41977,97.27852,97.72982,97.88727,97.87355,98.2035,98.30403,98.42589,98.47378,98.54975,98.59823,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,94.81647,95.02742,95.14424,95.51479,96.26923,96.39764,96.58126,96.70728,96.97477,97.11579,97.4344,97.29635,97.75296,97.90736,97.88517,98.20826,98.31375,98.439,98.47592,98.551,98.59957,,,,
Latvia,LVA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,99.75026,,,,,,,,,,,99.83543,,,,,,,99.82,,,,,
Least developed countries: UN classification,LDC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,61.51644,62.00534,62.47397,64.14302,65.13365,66.54265,66.30222,65.50589,64.4907,67.21523,68.19027,69.1364,70.19723,71.53903,73.62081,74.34549,75.26799,76.40365,77.24867,77.63224,78.25923,,,,
Lebanon,LBN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,98.71479,,99.24335,,,,,,,,,99.75182,,,,,
Lending category not classified,LNX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,90.9269,,,,,,,,,83.19441,,,,,86.6322,,,,,,,,,
Liberia,LBR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,49.07411,,,,,,,,,,55.3987,,,,,,
Libya,LBY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,99.6,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,99.70167,,,,,,,,,,99.8558,,,,,,,,,,,,
Low & middle income,LMY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,84.7054,84.73749,85.10707,85.70837,86.30423,86.85006,87.01057,87.35332,87.23731,88.13817,88.21407,88.27708,88.52742,89.15234,89.53366,89.88052,89.92872,90.40681,90.61985,90.53675,90.75514,,,,
Low income,LIC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,58.22161,58.2377,58.76112,61.08442,61.68679,63.44424,62.74311,61.28222,62.79324,63.41412,64.30346,64.95811,67.42303,68.34881,69.58265,70.04919,70.72305,71.29221,72.22252,72.59012,73.05502,,,,
Lower middle income,LMC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,76.27411,76.50005,77.27259,78.07194,79.01407,79.79795,80.28617,81.59041,81.00045,82.77469,83.33271,83.66761,84.02823,85.07495,86.01478,86.74702,87.48635,88.04575,88.48955,88.96788,89.43323,,,,
Luxembourg,LUX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,99.63354,,,,,99.64424,,,,,99.6729,,,,,99.79874,,,,,,,
Madagascar,MDG,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,70.23622,,,,,57.63059,,,,64.94025,,,76.82916,,,,,,81.19837,,,,,
Malawi,MWI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,72.13956,,,,76.08191,72.93561,,,,,,,,
Malaysia,MYS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,97.2378,,,,,,,,,,98.41871,,,,,,97.61447,97.27256,96.85033,,,,,
Maldives,MDV,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,98.17012,,,,,,99.30101,,,,,,,,99.26838,,98.75365,,,,,,,
Mali,MLI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,38.81612,,,,44.30171,42.09528,,,,49.36653,,,50.1347,,,,,
Malta,MLT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,98.26503,,,,,,98.88194,,,,,,,99.30071,,,,,
Marshall Islands,MHL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,98.45878,,,,,,,,,,,,
Mauritania,MRT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,61.33665,,,,,,,56.12243,,,,,,,,,,63.94781,,,,,,
Mauritius,MUS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,94.53896,,,,,,,,,,,98.13035,,,,,,,99.04203,,,,,
Mayotte,MYT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,96.61228,,97.60458,,97.56444,97.63584,97.89566,98.15609,98.3823,98.52466,98.43452,98.46177,98.87542,98.5645,99.00004,98.94471,99.1162,99.12469,99.31845,,,,,
"Micronesia, Fed. Sts.",FSM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,85.31644,85.94499,86.71948,87.59543,88.54905,89.08986,89.51961,89.57165,90.18422,90.91007,88.65794,88.93476,88.99496,92.61231,92.98097,93.93317,90.77456,93.01966,93.59566,89.90199,90.11926,,,,
Middle East & North Africa (excluding high income),MNA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,84.18864,84.86741,85.65808,86.58072,87.71653,88.27944,88.71155,88.69299,89.31421,90.07715,87.47093,87.76423,87.68283,91.76328,92.17578,93.25113,89.65961,92.20208,92.852,88.64759,88.90774,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,84.0527,84.73685,85.53422,86.45211,87.599,88.1667,88.60032,88.57767,89.20202,89.96834,87.32387,87.61496,87.52588,91.65796,92.07184,93.15982,89.51126,92.08992,92.7482,88.47712,88.74066,,,,
Middle income,MIC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,87.07273,87.14559,87.53436,88.00273,88.62228,89.08212,89.36323,89.92471,89.69934,90.69059,90.75244,90.83014,90.91433,91.59005,91.95933,92.38034,92.43293,92.97615,93.16341,93.08413,93.33207,,,,
Moldova,MDA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,99.52508,,,,99.51923,,,99.55128,,99.4892,99.51155,,99.45616,,99.81101,,,,,,,,,
Monaco,MCO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,97.71012,,,,,,,,,,98.46025,,,,,,,,98.63,,,,,
Montenegro,MNE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,99.41027,,,,,,,,99.21182,,,,,,,99.11,,,,,
Montserrat,MSR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,70.45759,,,,77.86296,79.47369,,81.51007,91.22096,,,,,,97.73,,,,,
Mozambique,MOZ,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,61.89289,,,,,,67.14964,,,,,,70.5251,,70.91245,,,,,,
Myanmar,MMR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,94.58631,,,,,,,,,,,,,,,,84.75116,,,,,,,
Namibia,NAM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,92.42438,,,,,,87.09541,,,,94.41944,,,,,,,95.1649,,,,,
Nauru,NRU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,70.05362,,,,,,,,,,84.75715,,,,,,,92.39381,,,,,
Netherlands,NLD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,ANT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,99.2,,,,,,,,,
New Zealand,NZL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,86.22252,,,,87.00925,,,,,,,,,,91.57178,,,,,,,,
Niger,NER,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,19.79119,,,,36.54678,,,,,,,39.78773,,,,,,43.46,,,,,
Nigeria,NGA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,68.99378,,,78.69443,,66.38354,,,,,,,,,,75.02875,,,,,
Niue,NIU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,98.7427,,,,,,,,,,,,98.6,,,,,,,,,
Northern Mariana Islands,MNP,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,97.28133,,,,,97.62982,,97.74373,,,,99.09432,99.15373,98.70356,98.66244,98.61783,,,,,
Other small states,OSS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,87.95839,87.96126,88.4551,88.64871,88.795,88.86696,89.01552,88.55441,87.86889,88.07606,87.19075,86.77189,87.48128,87.86538,88.25143,88.66726,89.44094,89.54707,89.744,89.93039,90.19115,,,,
Pacific island small states,PSS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,96.29285,96.35521,96.42928,96.47722,96.50687,96.55264,96.58516,96.65765,96.71934,,,,,,,,,,,,,,,,
Pakistan,PAK,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,65.08658,69.1658,66.28471,71.11291,70.67627,71.25962,70.76933,72.58342,71.63622,72.7954,,,74.52638,,,,,,
Palau,PLW,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,99.83838,,98.66444,,,,,,,,
Panama,PAN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,96.07985,,,,,,,,,,97.63853,,,,,,,,99.09909,,,,,
Papua New Guinea,PNG,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,66.67899,,,,,,,,,,67.9,,,,,,,,,,,,,
Paraguay,PRY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,97.04389,,,,,98.79446,97.96424,98.49729,98.61045,,98.17792,98.89913,98.7138,98.6536,98.4506,,98.28152,,,,,
Peru,PER,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,96.75563,97.12376,97.75713,97.35622,,,,,98.69816,,98.97753,99.00954,98.88349,99.05748,99.02376,,,,,
Philippines,PHL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,95.08975,,,95.05721,,,,,97.7508,,,,,98.10835,,99.0826,,,,,,,,
Poland,POL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,99.79683,,,,,,,,,,,,,,,
Portugal,PRT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,98.89936,,,,,,,,,,99.43512,,,,,,,99.66392,,,,,
Post-demographic dividend,PST,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,68.13252,65.88054,66.3177,66.7601,67.04292,67.47128,66.72914,67.38187,64.73956,64.89043,63.94427,64.87564,66.83451,69.74291,70.51352,71.62079,70.77728,72.89181,73.85571,72.93906,73.54555,,,,
Puerto Rico,PRI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,98.83418,,,,,,,92.38983,,,,,,
Qatar,QAT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,94.77977,,,95.91429,93.52998,94.80335,92.42882,94.60941,93.94436,91.79358,93.64452,,95.46365,94.64411,,,,,,
Romania,ROU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,97.76149,,,,,,,,,98.99569,,,,,,,99.42919,,,,,
Russian Federation,RUS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,99.7246,,,,,,,,99.7096,,,,,,,,99.69845,,,,,
Rwanda,RWA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,77.62033,,,,,,,,,,77.34463,,82.33075,,85.06624,,,,86.49277,,,,,
Samoa,WSM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,99.23566,,,,,,,99.12348,,,,,
San Marino,SMR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,100,,,,,
Sao Tome and Principe,STP,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,95.41546,,,,,,,80.20316,,,,96.7384,,,,,,97.78255,,,,,
Saudi Arabia,SAU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,95.91316,,,,95.84969,,,,,,,,,99.22177,,,,99.30188,,,,,,
Senegal,SEN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,49.12449,,,,50.85166,,,63.35239,,65.78051,,56.94301,,,,69.47841,,,,,,
Serbia,SRB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,99.3568,,,,,,,,99.30869,,,,,99.71982,,,,,,,
Seychelles,SYC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,99.06477,,,,,,,,98.97134,,,,,,,,99.07,,,,,
Sierra Leone,SLE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,47.92761,,,,,,,,,57.02213,,,,,66.6486,,,,,
Singapore,SGP,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,99.5046,,,,,,,,,,99.75182,99.8872,99.89494,99.89861,99.90047,99.7849,99.92658,99.93044,99.92963,,,,,
Sint Maarten (Dutch part),SXM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,99.8,,,,,,,,,,99.8,,,,,,,,,
Small states,SST,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,89.83573,89.86343,90.24931,90.41818,90.54725,90.61803,90.74701,90.38935,89.94224,90.09589,89.44617,89.14174,89.67119,89.95074,90.31745,90.65192,91.22653,91.29653,91.43608,91.57199,91.76671,,,,
Solomon Islands,SLB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,97.57078,,98.36509,98.64413,98.78966,98.88204,,98.88228,98.95578,,95.32382,,,,,,
South Asia,SAS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,70.82187,71.9553,72.94054,74.03113,75.20078,76.20471,77.17958,78.2775,78.33886,81.04232,81.96909,82.21069,82.93099,83.87258,85.17337,85.98569,86.96437,88.08789,88.62945,89.2672,89.95697,,,,
South Asia (IDA & IBRD),TSA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,70.82187,71.9553,72.94054,74.03113,75.20078,76.20471,77.17958,78.2775,78.33886,81.04232,81.96909,82.21069,82.93099,83.87258,85.17337,85.98569,86.96437,88.08789,88.62945,89.2672,89.95697,,,,
South Sudan,SSD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,36.70228,,,,,,,,,,47.90096,,,,,
Spain,ESP,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,99.5582,99.53779,99.59531,99.56934,99.56431,99.599,99.59463,99.6994,99.67278,99.66926,99.72276,99.65568,99.62216,,99.71555,,,,,
Sri Lanka,LKA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,95.58863,,,,,97.48406,,97.9818,,98.15793,,,,,,98.68899,98.85646,98.78194,,,,,
St. Kitts and Nevis,KNA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,68.05618,66.21408,66.67766,67.88407,68.27141,69.56437,68.45287,69.03595,67.64934,67.85809,68.31577,69.20704,70.96517,72.35261,73.15401,73.82434,74.40408,74.90617,75.53063,75.92827,76.31555,,,,
Sub-Saharan Africa (excluding high income),SSA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,68.00923,66.16482,66.6306,67.84075,68.23054,69.52695,68.41505,68.99974,67.61177,67.81998,68.2784,69.17118,70.93196,72.32169,73.12476,73.79665,74.37785,74.8812,75.50709,75.90593,76.29438,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,68.05618,66.21408,66.67766,67.88407,68.27141,69.56437,68.45287,69.03595,67.64934,67.85809,68.31577,69.20704,70.96517,72.35261,73.15401,73.82434,74.40408,74.90617,75.53063,75.92827,76.31555,,,,
Sudan,SDN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,78.15559,,,,,,,,65.80535,,,,,,,,,,73,,,,,
Suriname,SUR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,94.88114,,,,99.41642,,98.37664,,97.6679,,,,,,98.64556,,,,,
Sweden,SWE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,95.18883,,92.45381,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,99.84706,,,,,,,,,,,,,,99.9,,,,,,,,,
Tanzania,TZA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,78.39605,,,,,,,,74.56052,,85.94,,,85.75514,,,,,,,,
Thailand,THA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,97.97539,,,,,98.0509,,,,,96.59757,,,98.31388,,98.14663,,,98.13717,,,,,
Timor-Leste,TLS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,79.52868,,,,,,,,83.53903,,,,,
Togo,TGO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,74.43957,,,,,,76.45294,,,81.73599,,79.88591,,,,84.29011,,,,,,,,
Tokelau,TKL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,99.42476,,,,,99.43703,,,,,,,99.44112,,,,,
Trinidad and Tobago,TTO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,99.4,,,,,,,,,,99.6,,,,,,,,,,,,,
Tunisia,TUN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,94.33898,,,96.29969,96.8185,,97.17172,97.30444,96.865,,96.2091,,,,,,,,,
Turkiye,TUR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,95.6035,96.11855,96.1815,96.36235,,97.80747,98.22459,98.70935,99.01602,99.22743,99.35848,99.49439,99.62136,99.75087,,,,,,
Turkmenistan,TKM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,99.8,,,,,,,,,
Turks and Caicos Islands,TCA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,80.79116,,,,84.06565,,,,87.40883,,83.65888,,,,,,89.39631,,,,,
Ukraine,UKR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,99.80486,,,,,,,,,,,99.96976,,,,,,,,,,,
United Arab Emirates,ARE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,95.00645,,,,,,,,,,99.43,,,,,,,,
United Kingdom,GBR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
