"Variable","Estimate","Std.Error","t.value","p.value"
"k_log",0.498498411860588,0.0555394098991407,8.97557991281971,5.91839830160537e-19
"employment_log",0.51886410532078,0.0953193506246658,5.44342887273629,5.81123268765207e-08
